Município;Ano;Produto Interno Bruto a preços correntes (Mil Reais);"Impostos, líquidos de subsídios, sobre produtos a preços correntes (Mil Reais)";Valor adicionado bruto a preços correntes total (Mil Reais);Valor adicionado bruto a preços correntes da agropecuária (Mil Reais);Valor adicionado bruto a preços correntes da indústria (Mil Reais);"Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social (Mil Reais)";"Valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social (Mil Reais)";Estado
Cacaulândia,2021,275338,7656,267682,194610,3288,22240,47544,RO
Campo Novo de Rondônia,2021,369377,10992,358384,204767,16149,32202,105266,RO
Candeias do Jamari,2021,655606,37086,618520,141452,133672,138514,204882,RO
Castanheiras,2021,99627,3220,96407,56909,2351,8867,28281,RO
Chupinguaia,2021,468793,26740,442053,224569,44525,70952,102007,RO
Cujubim,2021,487480,26537,460943,153670,43842,84313,179118,RO
Governador Jorge Teixeira,2021,239330,7567,231763,146346,5056,22483,57878,RO
Itapuã do Oeste,2021,210031,10894,199137,65085,14646,39846,79560,RO
Ministro Andreazza,2021,297878,21615,276263,132934,14078,59932,69320,RO
Mirante da Serra,2021,262640,16870,245771,85084,14260,71352,75075,RO
Monte Negro,2021,389891,20921,368969,153360,23249,76057,116303,RO
Nova União,2021,157321,5823,151498,82596,3240,16675,48987,RO
Parecis,2021,155434,5088,150346,85286,3445,13908,47707,RO
Pimenteiras do Oeste,2021,246209,8203,238005,178073,8909,24664,26359,RO
Primavera de Rondônia,2021,107030,3634,103396,62242,2158,10663,28333,RO
São Felipe D'Oeste,2021,130676,5630,125046,62311,3164,18618,40952,RO
São Francisco do Guaporé,2021,488043,29161,458882,203490,17248,95713,142430,RO
Seringueiras,2021,332987,23425,309562,147309,11109,61163,89980,RO
Teixeirópolis,2021,121301,5024,116277,62959,3836,15259,34222,RO
Theobroma,2021,257426,8535,248891,140069,5751,23488,79582,RO
Urupá,2021,273501,13577,259925,110938,9241,54174,85571,RO
Vale do Anari,2021,220588,8710,211878,93455,6375,27947,84100,RO
Vale do Paraíso,2021,185648,6737,178912,100039,4130,20871,53871,RO
Acrelândia,2021,398725,21128,377597,157858,13439,91389,114911,AC
Assis Brasil,2021,133916,2575,131342,44810,3944,20601,61986,AC
Brasiléia,2021,685636,80025,605611,185724,45440,171335,203112,AC
Bujari,2021,300830,4780,296050,168856,8391,36998,81806,AC
Capixaba,2021,512353,9387,502966,342298,13142,52997,94528,AC
Cruzeiro do Sul,2021,2058630,194006,1864624,100357,167725,900140,696402,AC
Epitaciolândia,2021,644542,70966,573576,160895,22540,246925,143215,AC
Feijó,2021,567040,17689,549351,172858,24431,103190,248872,AC
Jordão,2021,113975,1824,112151,21977,2460,14031,73684,AC
Mâncio Lima,2021,269205,5857,263348,53381,13659,48626,147682,AC
Manoel Urbano,2021,184904,9125,175779,55704,11432,33663,74979,AC
Marechal Thaumaturgo,2021,256865,3441,253424,56419,5964,29458,161583,AC
Plácido de Castro,2021,601471,26769,574701,309366,17444,98405,149486,AC
Porto Walter,2021,160535,2823,157712,25573,4314,22836,104988,AC
Rio Branco,2021,10955675,1507114,9448561,464933,880534,5153657,2949436,AC
Rodrigues Alves,2021,255649,3070,252579,55116,7342,31896,158224,AC
Santa Rosa do Purus,2021,108545,1532,107013,25745,2260,14094,64913,AC
Senador Guiomard,2021,779672,31621,748050,391220,30582,150418,175830,AC
Sena Madureira,2021,748094,25950,722144,209649,36344,153428,322724,AC
Tarauacá,2021,711884,30960,680924,176339,23416,158432,322737,AC
Xapuri,2021,454981,20773,434208,199221,23433,69331,142223,AC
Porto Acre,2021,471315,7299,464016,259571,13578,50907,139960,AC
Alvarães,2021,217333,4045,213287,66407,10232,32276,104372,AM
Amaturá,2021,118872,2837,116035,13548,5177,19564,77746,AM
Anamã,2021,138599,2911,135689,36624,6641,20014,72410,AM
Anori,2021,248435,6134,242301,83155,10307,33233,115607,AM
Apuí,2021,297810,15045,282765,84456,24728,59992,113589,AM
Atalaia do Norte,2021,184947,4354,180594,26576,5316,25013,123689,AM
Autazes,2021,506341,21871,484469,118724,31985,95443,238317,AM
Barcelos,2021,245622,6482,239140,31862,19069,41809,146400,AM
Barreirinha,2021,344890,10505,334384,52171,16600,57523,208090,AM
Benjamin Constant,2021,388781,12082,376698,36799,24291,64580,251028,AM
Beruri,2021,211871,7212,204659,26467,10112,38303,129777,AM
Boa Vista do Ramos,2021,182412,4124,178288,25810,9165,30379,112933,AM
Boca do Acre,2021,512796,32976,479820,121255,53417,115369,189778,AM
Borba,2021,402131,14952,387178,52628,19865,74601,240084,AM
Caapiranga,2021,177894,3788,174106,52504,8137,26900,86565,AM
Canutama,2021,154316,4333,149983,23312,6976,26297,93398,AM
Carauari,2021,370657,16828,353829,98427,23989,80007,151406,AM
Careiro,2021,395194,15652,379542,60821,35814,70459,212448,AM
Careiro da Várzea,2021,413374,5538,407836,193978,15110,35050,163698,AM
Coari,2021,3380278,113867,3266411,113910,2000960,615214,536328,AM
Codajás,2021,531995,9056,522939,299133,18840,49138,155828,AM
Eirunepé,2021,568039,15566,552473,248976,20731,77827,204939,AM
Envira,2021,215527,7013,208513,45372,9556,38934,114651,AM
Fonte Boa,2021,222773,8401,214373,28885,14195,44172,127121,AM
Guajará,2021,177320,4168,173153,31779,7128,29220,105025,AM
Humaitá,2021,860168,60860,799307,183793,77643,254811,283061,AM
Ipixuna,2021,216519,6084,210435,16713,7758,32395,153569,AM
Iranduba,2021,1001862,58303,943559,303362,123196,211279,305723,AM
Itacoatiara,2021,2350463,199990,2150473,465661,182494,926007,576311,AM
Itamarati,2021,135620,3862,131757,42944,6481,23317,59016,AM
Itapiranga,2021,152509,7192,145317,40382,9291,31591,64054,AM
Japurá,2021,85809,3937,81871,16663,6036,21850,37323,AM
Juruá,2021,138074,4096,133978,21456,6747,20685,85089,AM
Jutaí,2021,266377,7910,258467,77531,14842,52066,114027,AM
Lábrea,2021,625199,24174,601025,234934,25787,106797,233508,AM
Manacapuru,2021,1544675,71649,1473026,409121,142289,368854,552761,AM
Manaquiri,2021,311335,6974,304361,93213,14926,33242,162980,AM
Manaus,2021,103281436,21017364,82264072,201067,37697009,33086599,11279398,AM
Manicoré,2021,686279,29089,657190,184244,41056,128373,303518,AM
Maraã,2021,176217,4529,171688,18701,7817,25730,119439,AM
Maués,2021,595827,27743,568084,67607,36746,119688,344043,AM
Nhamundá,2021,207005,8477,198529,27468,9860,41754,119447,AM
Nova Olinda do Norte,2021,341652,15792,325861,39757,20971,57933,207200,AM
Novo Airão,2021,186533,7029,179505,8945,12583,40621,117357,AM
Novo Aripuanã,2021,252422,7870,244551,56186,15549,39474,133342,AM
Parintins,2021,1426984,91015,1335969,290479,92451,358507,594533,AM
Pauini,2021,199541,5505,194036,37032,7531,32920,116553,AM
Presidente Figueiredo,2021,1031905,43096,988809,95259,433687,193115,266748,AM
Rio Preto da Eva,2021,407146,26303,380842,87222,40821,77029,175770,AM
Santa Isabel do Rio Negro,2021,185817,5139,180678,17853,6116,25474,131235,AM
Santo Antônio do Içá,2021,237314,11310,226004,26918,12934,46551,139600,AM
São Gabriel da Cachoeira,2021,423054,20004,403050,25902,25536,92871,258741,AM
São Paulo de Olivença,2021,334131,8149,325982,36480,13703,50083,225717,AM
São Sebastião do Uatumã,2021,136609,4248,132361,20958,6871,24321,80211,AM
Silves,2021,175042,8448,166594,58572,20700,23226,64096,AM
Tabatinga,2021,758036,63298,694738,20271,50521,227286,396660,AM
Tapauá,2021,239944,7538,232406,59592,11911,40964,119939,AM
Tefé,2021,1098392,46928,1051465,191608,227130,249041,383685,AM
Tonantins,2021,185410,5942,179469,13062,7589,33007,125811,AM
Uarini,2021,229209,8745,220464,81996,10923,39394,88152,AM
Urucará,2021,205656,7057,198599,51040,10449,37696,99414,AM
Urucurituba,2021,232661,8404,224257,34164,12699,43384,134010,AM
Amajari,2021,240826,3030,237796,62983,10213,21938,142661,RR
Alto Alegre,2021,385507,7047,378460,146585,14739,49570,167566,RR
Boa Vista,2021,13493364,1578429,11914935,190928,1306705,5625759,4791543,RR
Bonfim,2021,522405,8386,514019,274520,22091,70215,147193,RR
Cantá,2021,353071,30646,322425,58180,19723,38823,205700,RR
Caracaraí,2021,453298,19832,433466,68071,22712,89620,253062,RR
Caroebe,2021,236788,6220,230568,73570,6607,33952,116439,RR
Iracema,2021,208477,4097,204380,38618,5929,24505,135327,RR
Mucajaí,2021,393852,22914,370938,70846,19885,81159,199048,RR
Normandia,2021,202859,3107,199753,39996,6997,21175,131585,RR
Pacaraima,2021,329092,23213,305879,10378,12128,60785,222588,RR
Rorainópolis,2021,732356,71567,660789,104178,42449,161711,352449,RR
São João da Baliza,2021,327768,102144,225624,43138,36302,51109,95076,RR
São Luiz,2021,178972,10199,168773,43740,7046,25916,92071,RR
Uiramutã,2021,143945,2050,141895,8657,2202,12598,118438,RR
Abaetetuba,2021,1949341,178723,1770618,272103,73667,754254,670593,PA
Abel Figueiredo,2021,105496,7857,97639,27211,9397,24595,36435,PA
Acará,2021,1433440,26423,1407017,904959,58507,130361,313189,PA
Afuá,2021,444236,12097,432139,174162,20325,46218,191434,PA
Água Azul do Norte,2021,643132,92107,551025,239536,123818,63741,123931,PA
Alenquer,2021,745403,24778,720625,302185,24543,135317,258580,PA
Almeirim,2021,688370,66886,621484,88297,217317,118135,197734,PA
Altamira,2021,3120219,339056,2781163,429744,443335,1337699,570385,PA
Anajás,2021,259020,14631,244389,38552,7924,38004,159909,PA
Ananindeua,2021,8939830,1377318,7562512,13285,1035394,4679663,1834169,PA
Anapu,2021,588032,42831,545201,235104,22743,140292,147062,PA
Augusto Corrêa,2021,363771,11879,351892,67396,12567,56589,215341,PA
Aurora do Pará,2021,308633,10998,297635,88250,9620,47445,152320,PA
Aveiro,2021,151969,2899,149071,49842,8062,12942,78224,PA
Bagre,2021,250548,4255,246293,85696,6409,23148,131040,PA
Baião,2021,562147,10219,551928,265131,15629,63250,207917,PA
Bannach,2021,129007,2971,126037,90753,1601,10298,23385,PA
Barcarena,2021,9243937,2276327,6967610,181646,4694504,1468421,623039,PA
Belém,2021,33467126,6341813,27125314,99129,3545283,17761261,5719640,PA
Belterra,2021,237196,9458,227738,86223,10165,40851,90499,PA
Benevides,2021,1986729,466965,1519764,12266,438136,793987,275375,PA
Bom Jesus do Tocantins,2021,243883,11563,232320,90328,7013,48057,86922,PA
Bonito,2021,206682,35954,170728,27274,53348,25644,64461,PA
Bragança,2021,1389573,112283,1277290,185795,72633,465302,553560,PA
Brasil Novo,2021,379813,29155,350658,161865,16473,90065,82254,PA
Brejo Grande do Araguaia,2021,115088,5600,109489,44232,3061,22082,40113,PA
Breu Branco,2021,794309,78564,715744,127550,159464,149788,278942,PA
Breves,2021,893933,59797,834137,59887,32582,230788,510880,PA
Bujaru,2021,536730,9729,527001,325587,21023,52274,128116,PA
Cachoeira do Piriá,2021,227634,5616,222018,43547,6337,28308,143827,PA
Cachoeira do Arari,2021,255830,9305,246525,94533,7756,36128,108108,PA
Cametá,2021,1393690,57632,1336058,428678,40134,271171,596075,PA
Canaã dos Carajás,2021,34989610,525207,34464403,111001,30877742,3066395,409265,PA
Capanema,2021,1427144,205822,1221322,144331,131429,669848,275714,PA
Capitão Poço,2021,615773,41935,573838,131840,35357,169241,237401,PA
Castanhal,2021,4709312,838134,3871178,140846,642824,2195383,892125,PA
Chaves,2021,248270,2298,245973,111397,3203,14037,117335,PA
Colares,2021,100969,2562,98407,20699,2835,16851,58021,PA
Conceição do Araguaia,2021,662825,55640,607185,143289,30254,232473,201168,PA
Concórdia do Pará,2021,420236,28398,391838,110682,17569,93597,169991,PA
Cumaru do Norte,2021,406927,14913,392014,267034,7685,52203,65093,PA
Curionópolis,2021,3667341,49045,3618295,108750,3061790,337598,110158,PA
Curralinho,2021,282512,6357,276156,56014,6530,34818,178793,PA
Curuá,2021,149717,3695,146022,45805,3550,20929,75738,PA
Curuçá,2021,369777,14278,355499,103441,13687,60212,178159,PA
Dom Eliseu,2021,940611,96526,844085,233612,49662,303092,257719,PA
Eldorado do Carajás,2021,556042,48646,507396,156254,48345,139685,163112,PA
Faro,2021,76730,3404,73326,6823,2844,17200,46459,PA
Floresta do Araguaia,2021,602623,30930,571693,260687,116728,95088,99190,PA
Garrafão do Norte,2021,276033,11449,264584,75425,9991,49008,130160,PA
Goianésia do Pará,2021,506638,31028,475610,168149,16662,107079,183720,PA
Gurupá,2021,334287,8275,326012,79023,8427,45323,193239,PA
Igarapé-Açu,2021,415894,34283,381611,82651,30206,108508,160246,PA
Igarapé-Miri,2021,691233,40520,650713,188507,38043,126218,297945,PA
Inhangapi,2021,174628,12260,162369,76519,19361,16987,49501,PA
Ipixuna do Pará,2021,625213,33333,591880,83540,139061,89508,279771,PA
Irituia,2021,278006,10984,267022,60721,11029,53707,141564,PA
Itaituba,2021,3078558,355131,2723427,166186,753401,1316595,487246,PA
Itupiranga,2021,841956,34109,807847,396489,27777,143845,239736,PA
Jacareacanga,2021,625760,17013,608747,63184,290797,71739,183026,PA
Jacundá,2021,615695,54947,560748,68475,29735,211319,251218,PA
Juruti,2021,1451756,67943,1383813,290459,467215,303356,322782,PA
Limoeiro do Ajuru,2021,503051,4764,498287,331383,5534,24270,137099,PA
Mãe do Rio,2021,340311,27609,312702,31862,13178,121808,145854,PA
Magalhães Barata,2021,98432,2250,96182,36893,2916,13292,43081,PA
Marabá,2021,13523145,1480128,12043017,608869,6619846,3400749,1413553,PA
Maracanã,2021,289997,8148,281849,74589,9676,44500,153084,PA
Marapanim,2021,263657,8069,255588,52541,8467,53660,140920,PA
Marituba,2021,2578541,456080,2122461,2145,218180,1286912,615224,PA
Medicilândia,2021,1023972,47139,976833,626710,40576,165177,144370,PA
Melgaço,2021,216855,4339,212516,31533,6086,22304,152593,PA
Mocajuba,2021,452082,13468,438614,184798,15087,61227,177502,PA
Moju,2021,1348481,104619,1243862,501317,105210,248731,388605,PA
Mojuí dos Campos,2021,288644,11728,276916,123924,16994,47714,88284,PA
Monte Alegre,2021,807340,37772,769568,295334,33816,167588,272831,PA
Muaná,2021,338764,8154,330610,102947,9212,41364,177087,PA
Nova Esperança do Piriá,2021,350842,10318,340523,179895,11856,47033,101739,PA
Nova Ipixuna,2021,192605,10073,182533,59161,7798,35571,80003,PA
Nova Timboteua,2021,147491,9268,138223,28335,5209,36231,68447,PA
Novo Progresso,2021,971539,133054,838485,232428,92457,367125,146476,PA
Novo Repartimento,2021,1117034,73856,1043178,399142,26054,253633,364349,PA
Óbidos,2021,965930,36196,929734,426321,106455,148005,248952,PA
Oeiras do Pará,2021,419077,7867,411210,192353,9164,42141,167553,PA
Oriximiná,2021,2278575,127433,2151142,312023,949673,477469,411977,PA
Ourém,2021,200629,10266,190362,59918,16481,40563,73399,PA
Ourilândia do Norte,2021,1302429,234253,1068176,95172,574426,230580,167998,PA
Pacajá,2021,867605,43953,823652,413225,28158,149731,232538,PA
Palestina do Pará,2021,98769,3444,95325,40875,2331,14846,37273,PA
Paragominas,2021,4280508,423694,3856815,433733,1596137,1267572,559373,PA
Parauapebas,2021,49763040,1406360,48356680,238183,40659674,5656072,1802752,PA
Pau D'Arco,2021,114870,3290,111580,56578,3676,14937,36389,PA
Peixe-Boi,2021,72327,2261,70066,19300,2304,11434,37029,PA
Piçarra,2021,292755,11991,280764,166605,12306,33534,68319,PA
Placas,2021,323263,13978,309285,111623,9844,50909,136909,PA
Ponta de Pedras,2021,275230,9956,265274,69027,6216,46424,143607,PA
Portel,2021,945733,22969,922764,466733,34412,102628,318991,PA
Porto de Moz,2021,404677,13999,390677,104945,10797,61399,213536,PA
Prainha,2021,442969,8948,434021,219178,14027,47592,153224,PA
Primavera,2021,321726,63371,258355,5222,162586,33625,56922,PA
Quatipuru,2021,120882,3012,117870,37132,3066,16690,60981,PA
Redenção,2021,2552479,418240,2134239,200284,302593,1238361,393000,PA
Rio Maria,2021,601872,90173,511699,163335,122414,135016,90934,PA
Rondon do Pará,2021,734050,63277,670773,176745,41617,221511,230901,PA
Rurópolis,2021,496837,32946,463891,90008,66000,105360,202523,PA
Salinópolis,2021,641901,74258,567643,21408,58837,301419,185979,PA
Salvaterra,2021,210371,8367,202004,36073,9154,46037,110740,PA
Santa Bárbara do Pará,2021,240524,27002,213522,12848,55647,44691,100335,PA
Santa Cruz do Arari,2021,96043,1314,94728,37430,1680,8709,46909,PA
Santa Izabel do Pará,2021,935129,120788,814341,117822,69326,328967,298226,PA
Santa Luzia do Pará,2021,196168,8557,187611,41040,5778,39843,100950,PA
Santa Maria das Barreiras,2021,1072244,39694,1032550,337616,442886,147369,104680,PA
Santa Maria do Pará,2021,371642,29265,342377,105235,27653,106131,103358,PA
Santana do Araguaia,2021,1381972,178248,1203723,379315,141653,390630,292125,PA
Santarém,2021,6390528,866964,5523564,442113,563907,3180360,1337184,PA
Santarém Novo,2021,60065,1478,58587,11705,1987,8038,36857,PA
Santo Antônio do Tauá,2021,475569,36803,438766,160572,55001,75802,147391,PA
São Caetano de Odivelas,2021,183191,5340,177852,58503,5440,28955,84954,PA
São Domingos do Araguaia,2021,359021,22485,336536,107269,13817,90944,124505,PA
São Domingos do Capim,2021,438410,9628,428782,204221,14424,50738,159399,PA
São Félix do Xingu,2021,2009122,120383,1888739,879584,186708,327949,494498,PA
São Francisco do Pará,2021,264374,14853,249520,108779,11984,52650,76108,PA
São Geraldo do Araguaia,2021,710684,103515,607170,175716,155057,146086,130311,PA
São João da Ponta,2021,57407,1644,55763,16516,1731,6169,31347,PA
São João de Pirabas,2021,182168,7487,174680,31753,6670,33057,103200,PA
São João do Araguaia,2021,186890,9056,177835,70258,10510,24535,72533,PA
São Miguel do Guamá,2021,793139,51282,741857,248069,47210,173875,272702,PA
São Sebastião da Boa Vista,2021,245028,6588,238440,66736,5524,32727,133453,PA
Sapucaia,2021,141176,10226,130951,56541,6983,27635,39792,PA
Senador José Porfírio,2021,246281,9046,237236,105173,9726,45597,76740,PA
Soure,2021,241803,11017,230786,53588,7360,55139,114699,PA
Tailândia,2021,1291722,170331,1121391,154774,178261,366232,422124,PA
Terra Alta,2021,83046,2391,80655,8621,2699,14744,54591,PA
Terra Santa,2021,519541,13200,506341,25488,303399,76049,101404,PA
Tomé-Açu,2021,1040635,105616,935019,224587,109071,265620,335742,PA
Tracuateua,2021,285330,6939,278391,82240,18505,35325,142322,PA
Trairão,2021,327523,31837,295686,96835,12841,100088,85923,PA
Tucumã,2021,984423,144816,839608,177158,129980,355212,177257,PA
Tucuruí,2021,5614501,153508,5460994,73737,4178636,617834,590787,PA
Ulianópolis,2021,1995884,55298,1940586,1376072,142737,181271,240506,PA
Uruará,2021,774530,51696,722834,281380,35214,191359,214881,PA
Vigia,2021,476787,30562,446225,97151,15396,127923,205755,PA
Viseu,2021,618568,16794,601774,225759,19900,79244,276872,PA
Vitória do Xingu,2021,4230778,32028,4198749,107918,3865940,84357,140535,PA
Xinguara,2021,1605020,299963,1305057,184086,316879,560861,243231,PA
Serra do Navio,2021,92155,3213,88941,3926,4404,15666,64945,AP
Amapá,2021,159543,3979,155564,28583,4596,26866,95519,AP
Pedra Branca do Amapari,2021,453324,55351,397973,7111,142197,55795,192870,AP
Calçoene,2021,184496,7926,176570,16007,9920,37939,112703,AP
Cutias,2021,94625,1537,93088,22729,1930,8335,60094,AP
Ferreira Gomes,2021,578381,6194,572187,3229,439549,28037,101372,AP
Itaubal,2021,87891,2208,85683,11716,2496,9179,62292,AP
Laranjal do Jari,2021,1134587,32693,1101894,13271,366775,196686,525162,AP
Macapá,2021,12938060,1191765,11746295,71440,1068727,5643418,4962711,AP
Mazagão,2021,377734,21013,356721,27651,35178,58144,235749,AP
Oiapoque,2021,528919,32679,496240,18065,27980,150929,299265,AP
Porto Grande,2021,373966,15330,358636,33768,21173,68879,234816,AP
Pracuúba,2021,84589,1353,83235,18978,1758,6833,55666,AP
Santana,2021,2512717,205165,2307552,19031,217405,847525,1223592,AP
Tartarugalzinho,2021,261938,4711,257227,44487,5556,27458,179725,AP
Vitória do Jari,2021,236925,9286,227639,6369,15956,33399,171916,AP
Abreulândia,2021,112135,1852,110282,74730,2743,9665,23145,TO
Aguiarnópolis,2021,165480,29156,136324,17292,21956,45844,51231,TO
Aliança do Tocantins,2021,616571,21770,594801,472909,6296,72123,43473,TO
Almas,2021,273741,6676,267065,183498,6912,24691,51963,TO
Alvorada,2021,474111,67860,406251,152194,42885,146123,65048,TO
Ananás,2021,159769,8938,150831,42527,4488,34258,69558,TO
Angico,2021,48276,1328,46949,10234,1661,6296,28758,TO
Aparecida do Rio Negro,2021,255912,8265,247648,161633,6608,38178,41229,TO
Aragominas,2021,98441,1797,96644,43334,1784,8618,42908,TO
Araguacema,2021,240246,5415,234831,148350,6923,24595,54963,TO
Araguaçu,2021,349050,12303,336747,200286,8542,63020,64899,TO
Araguaína,2021,5239050,723122,4515928,112274,521090,2540744,1341819,TO
Araguanã,2021,101858,2356,99502,39949,3245,10891,45417,TO
Araguatins,2021,529290,30720,498570,97870,19065,137431,244204,TO
Arapoema,2021,324523,7285,317238,60824,170127,37392,48895,TO
Arraias,2021,223310,9962,213348,82975,8818,44556,76999,TO
Augustinópolis,2021,305118,24664,280455,27450,18659,103437,130909,TO
Aurora do Tocantins,2021,58806,2011,56795,19176,1855,7364,28400,TO
Axixá do Tocantins,2021,141092,6665,134427,21290,3740,28201,81195,TO
Babaçulândia,2021,158741,3876,154866,57534,5336,16247,75749,TO
Bandeirantes do Tocantins,2021,178654,5509,173144,52114,70648,19091,31291,TO
Barra do Ouro,2021,113260,2438,110822,60887,2691,11367,35876,TO
Barrolândia,2021,122016,10116,111901,32502,5680,29420,44299,TO
Bernardo Sayão,2021,102684,6073,96611,42800,3135,14185,36491,TO
Bom Jesus do Tocantins,2021,139410,2118,137292,83369,3909,11814,38199,TO
Brasilândia do Tocantins,2021,75634,11159,64476,13936,1408,28037,21095,TO
Brejinho de Nazaré,2021,272945,6470,266475,195158,5251,21840,44226,TO
Buriti do Tocantins,2021,161641,5963,155678,44530,5812,22966,82370,TO
Cachoeirinha,2021,58547,1206,57341,28901,1339,5963,21138,TO
Campos Lindos,2021,1004931,33930,971000,706472,22035,161822,80671,TO
Cariri do Tocantins,2021,517715,117940,399775,102971,84143,169031,43630,TO
Carmolândia,2021,69222,1897,67326,30368,1516,8688,26754,TO
Carrasco Bonito,2021,50561,1026,49535,9490,1682,5849,32513,TO
Caseara,2021,389493,9679,379813,284574,8940,41881,44418,TO
Centenário,2021,64557,1713,62844,30023,1230,6878,24714,TO
Chapada de Areia,2021,39824,819,39005,19794,1208,3830,14173,TO
Chapada da Natividade,2021,148973,3679,145294,83513,18831,14542,28409,TO
Colinas do Tocantins,2021,862139,96332,765807,92361,78660,333011,261775,TO
Combinado,2021,76524,6389,70136,11156,3497,19784,35698,TO
Conceição do Tocantins,2021,67829,4341,63488,15023,1523,13974,32968,TO
Couto Magalhães,2021,203473,16558,186915,87040,8371,46207,45298,TO
Cristalândia,2021,177294,7436,169857,80891,8647,26305,54015,TO
Crixás do Tocantins,2021,78645,2331,76314,47272,1744,8560,18737,TO
Darcinópolis,2021,241932,17636,224296,126582,6075,44822,46817,TO
Dianópolis,2021,644829,38812,606018,237538,42751,167648,158081,TO
Divinópolis do Tocantins,2021,249235,11296,237940,134264,10506,37340,55830,TO
Dois Irmãos do Tocantins,2021,216149,22581,193568,95410,21870,26718,49571,TO
Dueré,2021,204765,7172,197593,130341,6427,22135,38690,TO
Esperantina,2021,118724,2771,115953,18028,4790,14135,79000,TO
Fátima,2021,89100,8258,80842,24583,3427,23418,29414,TO
Figueirópolis,2021,256752,19186,237566,123292,6809,68444,39021,TO
Filadélfia,2021,129323,3109,126214,41004,4383,19269,61559,TO
Formoso do Araguaia,2021,1414038,36106,1377933,1071674,41146,126615,138498,TO
Tabocão,2021,232898,41729,191169,54094,5847,101553,29675,TO
Goianorte,2021,193502,6066,187436,90653,33541,24057,39185,TO
Goiatins,2021,230924,6445,224479,95969,6681,26494,95336,TO
Guaraí,2021,880403,96271,784132,146991,38560,410569,188012,TO
Gurupi,2021,2648420,358752,2289669,135884,207473,1239004,707307,TO
Ipueiras,2021,47772,891,46880,20271,1536,4796,20278,TO
Itacajá,2021,186260,7636,178624,91064,3966,26480,57114,TO
Itaguatins,2021,82611,1928,80683,22952,2905,9790,45036,TO
Itapiratins,2021,171522,3418,168104,117489,3829,15556,31230,TO
Itaporã do Tocantins,2021,69980,3000,66980,37274,1269,6744,21693,TO
Jaú do Tocantins,2021,97865,4138,93727,46737,2379,11778,32832,TO
Juarina,2021,44395,1417,42978,15719,1026,6187,20047,TO
Lagoa da Confusão,2021,998445,76440,922005,507608,48546,259865,105985,TO
Lagoa do Tocantins,2021,89429,2078,87351,42219,1450,8511,35171,TO
Lajeado,2021,64405,3700,60705,4020,5146,14247,37291,TO
Lavandeira,2021,37870,776,37094,14773,1063,3722,17536,TO
Lizarda,2021,66332,1389,64942,29042,1793,6447,27660,TO
